starttime	seconds	ctime	dtime	ttime	wait
Fri Mar 31 11:23:00 2023	1680241980	7	80830	80837	80830
Fri Mar 31 11:23:00 2023	1680241980	7	80835	80842	80835
Fri Mar 31 11:24:47 2023	1680242087	0	80850	80850	80850
Fri Mar 31 11:24:09 2023	1680242049	0	80893	80893	80892
Fri Mar 31 11:24:47 2023	1680242087	0	81031	81031	81030
Fri Mar 31 11:24:12 2023	1680242052	0	81254	81254	81254
Fri Mar 31 11:24:12 2023	1680242052	0	81271	81271	81271
Fri Mar 31 11:23:37 2023	1680242017	0	81312	81312	81312
Fri Mar 31 11:23:37 2023	1680242017	0	81739	81739	81739
Fri Mar 31 11:23:41 2023	1680242021	0	81784	81785	81784
Fri Mar 31 11:24:43 2023	1680242083	0	81855	81855	81855
Fri Mar 31 11:23:00 2023	1680241980	7	81873	81881	81873
Fri Mar 31 11:24:45 2023	1680242085	0	81953	81953	81952
Fri Mar 31 11:24:09 2023	1680242049	0	81976	81976	81976
Fri Mar 31 11:24:39 2023	1680242079	0	82104	82104	82104
Fri Mar 31 11:24:15 2023	1680242055	0	82303	82303	82303
Fri Mar 31 11:24:15 2023	1680242055	0	82317	82317	82317
Fri Mar 31 11:24:05 2023	1680242045	0	82320	82320	82319
Fri Mar 31 11:24:27 2023	1680242067	0	82327	82328	82327
Fri Mar 31 11:24:42 2023	1680242082	0	82598	82598	82598
Fri Mar 31 11:24:31 2023	1680242071	0	82651	82651	82651
Fri Mar 31 11:24:12 2023	1680242052	0	82823	82823	82823
Fri Mar 31 11:24:36 2023	1680242076	0	82860	82860	82860
Fri Mar 31 11:24:05 2023	1680242045	0	83183	83183	83183
Fri Mar 31 11:24:36 2023	1680242076	0	83348	83348	83347
Fri Mar 31 11:24:39 2023	1680242079	0	83509	83509	83509
Fri Mar 31 11:24:05 2023	1680242045	0	83570	83570	83570
Fri Mar 31 11:24:43 2023	1680242083	0	83664	83664	83664
Fri Mar 31 11:24:43 2023	1680242083	0	83673	83673	83673
Fri Mar 31 11:24:25 2023	1680242065	0	83685	83686	83685
Fri Mar 31 11:24:28 2023	1680242068	0	83747	83747	83746
Fri Mar 31 11:24:17 2023	1680242057	0	83838	83838	83837
Fri Mar 31 11:24:17 2023	1680242057	0	83838	83838	83838
Fri Mar 31 11:24:24 2023	1680242064	0	83908	83908	83908
Fri Mar 31 11:24:33 2023	1680242073	0	84041	84041	84041
Fri Mar 31 11:23:03 2023	1680241983	0	84057	84057	84057
Fri Mar 31 11:23:51 2023	1680242031	0	84068	84068	84068
Fri Mar 31 11:23:51 2023	1680242031	0	84087	84087	84086
Fri Mar 31 11:23:51 2023	1680242031	0	84112	84112	84111
Fri Mar 31 11:23:51 2023	1680242031	0	84121	84122	84121
Fri Mar 31 11:24:32 2023	1680242072	0	84233	84233	84233
Fri Mar 31 11:24:17 2023	1680242057	0	84498	84498	84497
Fri Mar 31 11:24:05 2023	1680242045	0	84526	84526	84526
Fri Mar 31 11:24:02 2023	1680242042	0	84550	84550	84550
Fri Mar 31 11:24:09 2023	1680242049	0	84618	84618	84617
Fri Mar 31 11:24:37 2023	1680242077	0	84624	84624	84623
Fri Mar 31 11:24:20 2023	1680242060	0	84655	84655	84655
Fri Mar 31 11:24:20 2023	1680242060	0	84657	84657	84657
Fri Mar 31 11:24:20 2023	1680242060	0	84665	84665	84665
Fri Mar 31 11:23:00 2023	1680241980	7	84751	84758	84751
Fri Mar 31 11:24:29 2023	1680242069	0	84889	84889	84889
Fri Mar 31 11:23:00 2023	1680241980	7	84962	84969	84962
Fri Mar 31 11:24:02 2023	1680242042	0	84969	84969	84969
Fri Mar 31 11:23:00 2023	1680241980	7	84964	84971	84964
Fri Mar 31 11:23:00 2023	1680241980	7	84966	84974	84966
Fri Mar 31 11:24:39 2023	1680242079	0	84995	84996	84995
Fri Mar 31 11:24:31 2023	1680242071	0	85052	85052	85052
Fri Mar 31 11:24:31 2023	1680242071	0	85065	85065	85065
Fri Mar 31 11:24:12 2023	1680242052	0	85070	85070	85070
Fri Mar 31 11:24:28 2023	1680242068	0	85136	85136	85136
Fri Mar 31 11:23:58 2023	1680242038	0	85142	85142	85141
Fri Mar 31 11:23:03 2023	1680241983	0	85149	85149	85149
Fri Mar 31 11:23:03 2023	1680241983	0	85151	85151	85150
Fri Mar 31 11:23:03 2023	1680241983	0	85201	85201	85200
Fri Mar 31 11:24:39 2023	1680242079	0	85245	85245	85245
Fri Mar 31 11:24:34 2023	1680242074	0	85288	85288	85288
Fri Mar 31 11:24:28 2023	1680242068	0	85428	85428	85428
Fri Mar 31 11:24:26 2023	1680242066	0	85688	85688	85688
Fri Mar 31 11:24:36 2023	1680242076	0	85742	85742	85741
Fri Mar 31 11:23:00 2023	1680241980	0	86039	86039	86038
Fri Mar 31 11:24:33 2023	1680242073	0	86070	86070	86070
Fri Mar 31 11:24:15 2023	1680242055	0	86175	86175	86175
Fri Mar 31 11:23:58 2023	1680242038	0	86671	86671	86671
Fri Mar 31 11:23:58 2023	1680242038	0	86675	86675	86675
Fri Mar 31 11:23:58 2023	1680242038	0	86678	86678	86678
Fri Mar 31 11:23:05 2023	1680241985	0	86723	86723	86723
Fri Mar 31 11:24:25 2023	1680242065	0	86740	86740	86740
Fri Mar 31 11:24:25 2023	1680242065	0	86744	86744	86744
Fri Mar 31 11:24:21 2023	1680242061	0	86791	86791	86791
Fri Mar 31 11:23:55 2023	1680242035	0	86812	86812	86812
Fri Mar 31 11:23:55 2023	1680242035	0	86817	86817	86817
Fri Mar 31 11:23:55 2023	1680242035	0	86817	86818	86817
Fri Mar 31 11:23:55 2023	1680242035	0	86825	86825	86825
Fri Mar 31 11:23:01 2023	1680241981	0	87526	87526	87526
Fri Mar 31 11:24:17 2023	1680242057	0	87657	87657	87657
Fri Mar 31 11:24:35 2023	1680242075	0	87781	87781	87781
Fri Mar 31 11:24:20 2023	1680242060	0	87833	87833	87833
Fri Mar 31 11:24:09 2023	1680242049	0	88452	88452	88452
Fri Mar 31 11:24:02 2023	1680242042	0	88718	88718	88718
Fri Mar 31 11:24:02 2023	1680242042	0	88736	88736	88736
