starttime	seconds	ctime	dtime	ttime	wait
Fri Mar 31 10:25:50 2023	1680238550	0	9312	9312	9312
Fri Mar 31 10:24:32 2023	1680238472	0	9314	9314	9314
Fri Mar 31 10:24:35 2023	1680238475	0	9345	9345	9345
Fri Mar 31 10:24:03 2023	1680238443	0	9364	9364	9364
Fri Mar 31 10:26:24 2023	1680238584	0	9383	9383	9383
Fri Mar 31 10:26:23 2023	1680238583	0	9485	9486	9485
Fri Mar 31 10:24:05 2023	1680238445	0	9565	9565	9565
Fri Mar 31 10:26:54 2023	1680238614	0	9566	9566	9566
Fri Mar 31 10:23:56 2023	1680238436	0	9631	9631	9631
Fri Mar 31 10:25:13 2023	1680238513	0	9737	9737	9737
Fri Mar 31 10:26:44 2023	1680238604	0	9816	9816	9815
Fri Mar 31 10:25:40 2023	1680238540	0	9841	9842	9841
Fri Mar 31 10:26:39 2023	1680238599	0	9861	9861	9860
Fri Mar 31 10:24:00 2023	1680238440	0	10007	10007	10006
Fri Mar 31 10:25:51 2023	1680238551	0	10026	10026	10026
Fri Mar 31 10:25:15 2023	1680238515	0	10054	10054	10054
Fri Mar 31 10:26:22 2023	1680238582	0	10061	10061	10061
Fri Mar 31 10:26:12 2023	1680238572	0	10079	10079	10079
Fri Mar 31 10:26:43 2023	1680238603	0	10111	10111	10110
Fri Mar 31 10:25:11 2023	1680238511	0	10287	10287	10287
Fri Mar 31 10:26:33 2023	1680238593	0	10305	10305	10305
Fri Mar 31 10:25:37 2023	1680238537	0	10318	10318	10318
Fri Mar 31 10:24:06 2023	1680238446	0	10390	10390	10389
Fri Mar 31 10:26:12 2023	1680238572	0	10454	10454	10453
Fri Mar 31 10:25:09 2023	1680238509	0	10457	10457	10457
Fri Mar 31 10:24:20 2023	1680238460	0	10502	10502	10501
Fri Mar 31 10:25:10 2023	1680238510	0	10516	10517	10516
Fri Mar 31 10:26:17 2023	1680238577	0	10539	10540	10539
Fri Mar 31 10:25:05 2023	1680238505	0	10654	10654	10654
Fri Mar 31 10:26:22 2023	1680238582	0	10698	10698	10698
Fri Mar 31 10:25:46 2023	1680238546	0	10762	10762	10762
Fri Mar 31 10:25:19 2023	1680238519	0	10812	10812	10811
Fri Mar 31 10:24:59 2023	1680238499	0	10839	10839	10838
Fri Mar 31 10:25:50 2023	1680238550	0	10839	10839	10839
Fri Mar 31 10:25:50 2023	1680238550	0	11073	11073	11072
Fri Mar 31 10:24:03 2023	1680238443	0	11114	11114	11113
Fri Mar 31 10:25:00 2023	1680238500	0	11252	11252	11252
Fri Mar 31 10:26:41 2023	1680238601	0	11254	11254	11254
Fri Mar 31 10:26:52 2023	1680238612	0	11259	11259	11259
Fri Mar 31 10:25:20 2023	1680238520	0	11307	11307	11307
Fri Mar 31 10:27:01 2023	1680238621	0	11389	11389	11389
Fri Mar 31 10:23:59 2023	1680238439	0	11450	11450	11450
Fri Mar 31 10:25:34 2023	1680238534	0	11517	11518	11517
Fri Mar 31 10:23:15 2023	1680238395	0	11591	11591	11591
Fri Mar 31 10:23:15 2023	1680238395	0	11591	11591	11591
Fri Mar 31 10:26:09 2023	1680238569	0	11685	11685	11685
Fri Mar 31 10:24:15 2023	1680238455	0	11698	11698	11698
Fri Mar 31 10:23:16 2023	1680238396	0	11729	11730	11729
Fri Mar 31 10:25:47 2023	1680238547	0	11762	11762	11762
Fri Mar 31 10:24:16 2023	1680238456	0	11781	11782	11781
Fri Mar 31 10:23:16 2023	1680238396	0	11818	11818	11818
Fri Mar 31 10:25:53 2023	1680238553	0	11932	11932	11931
Fri Mar 31 10:25:07 2023	1680238507	0	12018	12018	12018
Fri Mar 31 10:25:35 2023	1680238535	0	12020	12020	12020
Fri Mar 31 10:25:35 2023	1680238535	0	12071	12071	12071
Fri Mar 31 10:26:49 2023	1680238609	0	12130	12131	12130
Fri Mar 31 10:26:27 2023	1680238587	0	12348	12348	12348
Fri Mar 31 10:24:08 2023	1680238448	0	12634	12634	12634
Fri Mar 31 10:26:04 2023	1680238564	0	12742	12742	12742
Fri Mar 31 10:25:37 2023	1680238537	0	12765	12765	12765
Fri Mar 31 10:24:28 2023	1680238468	0	13090	13090	13089
Fri Mar 31 10:25:31 2023	1680238531	0	13179	13179	13179
Fri Mar 31 10:26:20 2023	1680238580	0	13186	13186	13186
Fri Mar 31 10:24:29 2023	1680238469	0	13256	13256	13256
Fri Mar 31 10:25:47 2023	1680238547	0	13286	13286	13285
Fri Mar 31 10:26:53 2023	1680238613	0	13307	13307	13307
Fri Mar 31 10:24:23 2023	1680238463	0	13368	13368	13368
Fri Mar 31 10:24:00 2023	1680238440	0	13386	13386	13386
Fri Mar 31 10:24:06 2023	1680238446	0	13703	13703	13703
Fri Mar 31 10:25:05 2023	1680238505	0	14050	14050	14049
Fri Mar 31 10:26:25 2023	1680238585	0	14133	14133	14133
Fri Mar 31 10:24:02 2023	1680238442	0	14281	14281	14281
Fri Mar 31 10:25:32 2023	1680238532	0	14289	14290	14289
Fri Mar 31 10:26:54 2023	1680238614	0	14340	14341	14340
Fri Mar 31 10:24:29 2023	1680238469	0	14568	14569	14568
Fri Mar 31 10:24:44 2023	1680238484	0	14747	14747	14747
Fri Mar 31 10:25:22 2023	1680238522	0	14831	14831	14831
Fri Mar 31 10:25:10 2023	1680238510	0	15368	15368	15368
Fri Mar 31 10:24:42 2023	1680238482	0	15432	15433	15432
Fri Mar 31 10:24:44 2023	1680238484	0	15702	15702	15702
Fri Mar 31 10:24:48 2023	1680238488	0	16207	16207	16207
Fri Mar 31 10:24:47 2023	1680238487	0	16815	16815	16815
Fri Mar 31 10:25:37 2023	1680238537	0	17221	17221	17221
Fri Mar 31 10:24:45 2023	1680238485	0	17510	17510	17510
Fri Mar 31 10:25:47 2023	1680238547	0	18441	18441	18441
Fri Mar 31 10:25:25 2023	1680238525	0	19608	19608	19608
Fri Mar 31 10:24:45 2023	1680238485	0	19802	19802	19802
Fri Mar 31 10:24:43 2023	1680238483	0	20932	20932	20932
Fri Mar 31 10:24:39 2023	1680238479	0	21896	21896	21895
Fri Mar 31 10:24:36 2023	1680238476	0	26011	26011	26010
